,location,company,title,salary,description,review,star,country
10,Sydney NSW,Superloop,Head of Global Pre-Sales,,"Experience in designing large scale campus or data centre networks;
Lead a team of technical sales engineers who are spread geographically across three…",,,Australia
11,Sydney NSW,Macquarie Group Limited,Infrastructure Manager,,"Proven experience defining and implementing metrics and decision making based on the data.
You will bring to the table excellent industry experience and passion…",,,Australia
12,Sydney Central Business District NSW,HAYS,Senior Hadoop Platform/Big Data Engineer,,"Your new role will see you work alongside a multi-talented team of Software, DevOps, Linux and Big Data engineers to work on the next generation of big data…",,,Australia
3,Sydney NSW,Easy Payroll Global,DevOps Engineer,,"Responsible for developing and building IT solutions, install and configure solutions, implement reusable components, translate technical requirements, assist…",,,Australia
4,Sydney NSW,RecordPoint,Principal Software Engineer,,"RecordPoint is a venture backed, global compliance and federated data management SaaS platform.
We are looking for a talented principal engineer to help take…",,,Australia
6,Sydney NSW,Onset,Software Engineer,,"Here, you’ll find a software team of 3 solving complex problems in C++ development and data processing with a hands-on CTO.",,,Australia
7,Sydney NSW,Robert Walters,C++ Software Engineer - Financial Services,,"Understanding of distributed systems, data structures and algorithms.
You will be working in a casual 'google-like' working environment as part of a young…",,,Australia
8,Sydney NSW,Fulton Hogan,Estimating Manager,,"Build relationships with key stakeholders (subcontractors, suppliers, engineers etc.).
Conduct research to obtain data on labour costs, materials, and…",,,Australia
9,Surry Hills NSW,Onset,QA Automation Engineer,,"Proven experience in testing product and platform within a highly scalable data-rich environment.
This role will see you working closely with a team of highly…",,,Australia
12,Sydney NSW,Paxus,Senior Data Analyst - Retail Banking,,"Examine and analyse data to identify key insights.
Experience in processing and synthesizing large data sets.
Build scalable and client-ready visualizations for…",,,Australia
3,Sydney NSW,Cloudera,"Solutions Engineering Manager, ANZ",,"Motivated leader who has a proven track record of tightly managing continuous process improvement in a data driven way.
Ability to accommodate 50% travel.",,,Australia
4,Sydney NSW,Google,"Key Account Executive, Financial Services Industry, Google Cloud",,"Ability to work with sales engineers and customer technical leads to inventory existing software estate, define migration plans, and build business cases for…",,,Australia
5,Sydney NSW,Expertech,Machine Learning Engineer - Computer Vision - work remote,"$140,000 - $150,000 a year",We are looking for Machine Learning engineers who understand the Mathematics behind ML and have a strong Academic background.,,,Australia
6,Sydney NSW,Datto Inc.,Account Executive - New Business,,"We collect and store your data in accordance with our Recruiting Privacy Practices.
By submitting an application, you acknowledge we will process your data in…",,,Australia
8,Sydney NSW,TheDriveGroup,TechOps Engineer - Long Term Contracts x 2,,"TechOps / DevOps / Infrastructure Engineer / Linux Engineer / Cloud Engineer / Big Data / Security.
2 x Long Term Contract Opportunites / Immediate Need - Feb /…",,,Australia
9,Sydney NSW,Hudson,Network Engineer,,"Commuting to setting an example and mentoring junior engineers on the project.
Previous experiences working routers, switches, data centres, IP and radio…",,,Australia
10,Sydney NSW,WSP Australia,Occupational Hygiene Consultant & Team Leader,,"Ability to collect and process data and prepare technical reports on small to medium projects.
With approximately 50,000 talented people globally and 5,500…",,,Australia
11,Sydney NSW,Building Careers Australia,Western Australia Underground Production Engineer,"$160,000 a year","Maintaining data relevant to the position, such as:
This role would suit an individual keen to learn and looking to get their underground time or an experienced…",,,Australia
12,Sydney NSW,Microsoft,Senior Program Manager,,"Work with engineers on innovative technologies and change how the industry experience data.
Experience in working closely with data mining experts and big data…",,,Australia
3,Sydney NSW,Freshwater Group,Control Systems Technician,,"Demonstrated knowledge and understanding of energy sector data.
This feedback is a crucial aspect of the role, working with software designers and hardware…",,,Australia
4,Sydney NSW,SAP,Development Senior Consultant,,"That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.",,,Australia
5,Sydney NSW,JPMorgan Chase & Co-PL,"CTC, Cyber Defense & Fraud Engineering, Vice President",,"Working in tandem with your internal team, as well as technologists and innovators across our global network, your ability to identify threats, provide…",,,Australia
6,Sydney NSW,Core Talent,Civil Engineer - Network Team,"$65,000 - $80,000 a year","Analysing asset condition assessment data to predict future maintenance requirements.
Core Talent are currently recruiting for a civil engineer to join one of…",,,Australia
7,Sydney NSW,Revolution IT Pty Ltd,Full Stack Automation Engineer (JavaScript) - Loyalty,,"Great Team and Work Environment - Career/Technical Growth.
Long Term Contract and Permanent Role Available.
Our specialist practices span: Agile, DevOps, ALM,…",,,Australia
8,Homebush NSW,QBE,Senior Cyber Security Engineer,,"QBE is one of the top 20 global general insurers and is recognised as Australia's largest international insurance and Reinsurance Company, with operations in 37…",,,Australia
9,Sydney NSW,Quantium,Internal Communications & Change Lead,,"We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists,…",,,Australia
11,Sydney NSW,Xecced Ventures,Business Development Manager - Artificial Intelligence,,"Experience analyzing data and deriving actionable business insights.
Experience leading the definition of technical product requirements, including working with…",,,Australia
12,Sydney NSW,Freelancer.com,Software Engineer,"$80,000 - $120,000 a year","We are looking for fullstack software engineers.
So if you excel at architecting web applications at scale, enjoy the challenge of writing optimised lightning…",,,Australia
3,Sydney NSW,Adaps,"IT Production Support Engineer, Windows, SQL, AWS",,"Provide remote hands service to Client engineers.
You must have prior experience as a Production Support engineer.
6 months contract on a view to extend.",,,Australia
5,Sydney NSW,Spotless,Financial Modeling Analyst,,"Advanced understanding of financial analysis, key drivers and proven ability to provide a summarised story from intensive high-volume data.",,,Australia
6,Sydney NSW,Google,"Engineering Manager, Software Engineering",,"Track record of technical innovation and leading a team of software engineers.
Manage and grow a team of software engineers, including iteration and task…",,,Australia
7,Sydney NSW,MCS Consulting,Software Engineer | Java or C# | Cloud and IoT,,We are looking for a talented developer to join a high-caliber team developing cutting-edge productivity applications that bring together sensor data from a…,,,Australia
8,Sydney NSW,Spin,General Manager,,"Analytical background: you can mold and understand data to drive action and results.
Based in San Francisco, Spin is a diverse team of engineers, designers,…",,,Australia
9,Sydney NSW,Susquehanna International Group,C++ Developer,,"Bring/gain a thorough understanding of the business domain (trading, strategies, market making, market data and low latency).
In this role, you will:",,,Australia
10,Sydney NSW,Blue Prism,"Customer Support Engineer, APAC",,"Provide technical support to customers, partners, sales engineers and post-sales consultants via telephone, email and the web.
Please, no phone calls or emails.",,,Australia
11,Sydney NSW,Finite IT,Senior Automation Engineer,$100 - $120 an hour,"Hands-on experience in specifying, establishing and managing test environments and test data for load and functional automation projects.",,,Australia
